model,dataset,filenames,domain,predicted_class,true_class
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-004800-005800.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-004900-005900.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-005000-006000.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-005100-006100.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-005300-006300.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-005400-006400.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-005600-006600.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-005700-006700.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-005800-006800.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-005900-006900.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-006000-007000.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-006100-007100.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-006200-007200.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-006300-007300.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-006500-007500.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-006600-007600.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-006700-007700.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-006800-007800.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-006900-007900.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-007000-008000.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-007100-008100.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-007200-008200.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-007300-008300.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-007400-008400.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-007500-008500.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-007600-008600.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-007700-008700.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-007800-008800.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-007900-008900.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-008000-009000.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-008100-009100.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-008200-009200.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-008300-009300.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-008400-009400.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-008500-009500.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-008600-009600.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-008700-009700.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-008800-009800.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-008900-009900.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-009000-010000.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-009100-010100.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-009200-010200.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-009300-010300.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-009400-010400.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-009500-010500.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-009600-010600.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-009700-010700.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-009800-010800.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-009900-010900.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-010000-011000.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-010100-011100.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-010200-011200.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-010300-011300.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-010400-011400.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-010500-011500.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-010600-011600.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-010700-011700.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-010800-011800.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-010900-011900.wav,real,car,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-011000-012000.wav,real,car,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-011100-012100.wav,real,car,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-011200-012200.wav,real,car,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-011300-012300.wav,real,car,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-011400-012400.wav,real,car,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-011500-012500.wav,real,car,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-011600-012600.wav,real,car,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-011700-012700.wav,real,car,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-011800-012800.wav,real,car,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-011900-012900.wav,real,people talking,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-012000-013000.wav,real,people talking,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-012100-013100.wav,real,people talking,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-012200-013200.wav,real,people talking,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-012400-013400.wav,real,car,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-012500-013500.wav,real,car,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-012600-013600.wav,real,car,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-012700-013700.wav,real,car,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-012900-013900.wav,real,car,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-013100-014100.wav,real,car,people talking
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-013200-014200.wav,real,car,footsteps
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-013300-014300.wav,real,car,footsteps
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-013400-014400.wav,real,car,footsteps
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-013500-014500.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-013600-014600.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-013700-014700.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-013800-014800.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-013900-014900.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-014000-015000.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-014100-015100.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-014200-015200.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-014300-015300.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-014400-015400.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-014500-015500.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-014600-015600.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-014700-015700.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-014800-015800.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-014900-015900.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-015000-016000.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-015100-016100.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-015200-016200.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-015300-016300.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-015400-016400.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-015500-016500.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-015600-016600.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-015700-016700.wav,real,car,car
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-015800-016800.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-015900-016900.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-016000-017000.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-016200-017200.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-016300-017300.wav,real,car,large_vehicle
baseline,maestro_validation,/mnt/data/data/dcase/dataset/audio/maestro_real_train_16k/city_center_11-016400-017400.wav,real,car,large_vehicle
